Time,BOILER LOOP 1:FAN COIL WITH CONST FAN VAR FLUID FLOW - HEATING COIL:Design Water Volume Flow Rate [m3/s],BOILER LOOP 1:FAN COIL WITH CONST FAN VAR FLUID FLOW - HEATING COIL 3:Design Water Volume Flow Rate [m3/s],BOILER LOOP 1:FAN COIL WITH CONST FAN VAR FLUID FLOW - HEATING COIL 4:Design Water Volume Flow Rate [m3/s],BOILER LOOP 1:FAN COIL WITH CONST FAN VAR FLUID FLOW - HEATING COIL 1:Design Water Volume Flow Rate [m3/s],BOILER LOOP 1:FAN COIL WITH CONST FAN VAR FLUID FLOW - HEATING COIL 2:Design Water Volume Flow Rate [m3/s],BOILER LOOP 1:FAN COIL WITH CONST FAN VAR FLUID FLOW - HEATING COIL 5:Design Water Volume Flow Rate [m3/s]
10:50:00,5.057892E-04,6.920875E-05,8.326132E-04,8.937610E-05,6.199144E-04,8.102417E-05
11:00:00,5.052300E-04,6.898769E-05,8.322647E-04,8.937594E-05,6.196172E-04,8.100040E-05
11:10:00,5.046966E-04,6.877537E-05,8.319329E-04,8.937678E-05,6.193358E-04,8.097760E-05
11:20:00,5.041859E-04,6.857061E-05,8.316156E-04,8.937848E-05,6.190682E-04,8.095568E-05
11:30:00,5.036963E-04,6.835974E-05,8.313111E-04,8.937437E-05,6.187918E-04,8.093439E-05
11:40:00,5.032251E-04,6.816834E-05,8.310180E-04,8.937640E-05,6.185380E-04,8.091379E-05
11:50:00,5.027705E-04,6.797536E-05,8.307353E-04,8.937612E-05,6.182882E-04,8.089386E-05
12:00:00,5.023310E-04,6.778880E-05,8.304618E-04,8.937686E-05,6.180491E-04,8.087456E-05
12:10:00,5.235852E-04,7.934596E-05,8.452667E-04,8.938905E-05,6.279282E-04,8.085726E-05
12:20:00,5.449742E-04,9.094630E-05,8.601892E-04,8.939704E-05,6.378787E-04,8.084054E-05
12:30:00,5.664526E-04,1.025774E-04,8.751885E-04,8.940719E-05,6.478690E-04,8.082347E-05
12:40:00,5.880028E-04,1.142109E-04,8.902506E-04,8.940887E-05,6.578710E-04,8.080646E-05
12:50:00,6.096153E-04,1.258879E-04,9.053681E-04,8.941534E-05,6.679174E-04,8.078983E-05
13:00:00,6.312834E-04,1.375734E-04,9.205351E-04,8.941892E-05,6.779877E-04,8.077360E-05
13:10:00,6.096355E-04,1.258612E-04,9.056132E-04,8.942280E-05,6.679839E-04,8.075775E-05
13:20:00,5.877915E-04,1.140556E-04,8.905124E-04,8.942481E-05,6.578440E-04,8.074184E-05
13:30:00,5.658386E-04,1.022218E-04,8.753066E-04,8.942823E-05,6.476586E-04,8.072659E-05
13:40:00,5.438054E-04,9.036820E-05,8.600223E-04,8.943405E-05,6.374417E-04,8.071198E-05
13:50:00,5.217067E-04,7.846279E-05,8.446720E-04,8.943059E-05,6.271612E-04,8.069757E-05
14:00:00,4.995514E-04,6.656505E-05,8.292648E-04,8.943721E-05,6.168833E-04,8.068359E-05
14:10:00,4.990333E-04,6.632380E-05,8.288712E-04,8.943062E-05,6.165688E-04,8.066850E-05
14:20:00,4.985921E-04,6.612397E-05,8.285418E-04,8.942254E-05,6.163060E-04,8.065387E-05
14:30:00,4.981846E-04,6.595138E-05,8.282440E-04,8.942117E-05,6.160892E-04,8.064012E-05
14:40:00,4.978001E-04,6.577984E-05,8.279652E-04,8.941612E-05,6.158824E-04,8.062671E-05
14:50:00,4.974325E-04,6.562957E-05,8.276998E-04,8.941741E-05,6.157104E-04,8.061365E-05
15:00:00,4.970793E-04,6.546594E-05,8.274443E-04,8.940926E-05,6.155183E-04,8.060064E-05
15:10:00,4.967378E-04,6.530841E-05,8.271966E-04,8.940097E-05,6.153344E-04,8.058772E-05
15:20:00,4.964057E-04,6.516761E-05,8.269553E-04,8.939843E-05,6.151784E-04,8.057513E-05
15:30:00,4.960823E-04,6.501760E-05,8.267193E-04,8.939014E-05,6.150170E-04,8.056273E-05
15:40:00,4.957666E-04,6.487758E-05,8.264875E-04,8.938384E-05,6.148667E-04,8.055047E-05
15:50:00,4.954579E-04,6.473843E-05,8.262595E-04,8.937606E-05,6.147190E-04,8.053832E-05
16:00:00,4.951557E-04,6.460142E-05,8.260346E-04,8.936736E-05,6.145745E-04,8.052630E-05
16:10:00,5.022607E-04,6.842615E-05,8.306715E-04,8.975317E-05,6.178695E-04,8.089601E-05
16:20:00,5.094950E-04,7.230546E-05,8.353809E-04,9.014342E-05,6.212294E-04,8.127037E-05
16:30:00,5.167884E-04,7.620470E-05,8.401254E-04,9.053543E-05,6.246250E-04,8.164781E-05
16:40:00,5.241363E-04,8.012644E-05,8.449017E-04,9.092893E-05,6.280506E-04,8.202785E-05
16:50:00,5.315328E-04,8.406682E-05,8.497060E-04,9.132361E-05,6.315025E-04,8.241020E-05
17:00:00,5.389727E-04,8.802380E-05,8.545352E-04,9.171928E-05,6.349778E-04,8.279467E-05
17:10:00,5.523091E-04,9.524120E-05,8.626980E-04,9.173166E-05,6.412403E-04,8.280091E-05
17:20:00,5.656084E-04,1.024218E-04,8.708543E-04,9.173347E-05,6.474692E-04,8.280405E-05
17:30:00,5.789204E-04,1.095742E-04,8.790244E-04,9.172446E-05,6.536574E-04,8.280511E-05
17:40:00,5.922391E-04,1.167664E-04,8.872061E-04,9.172230E-05,6.598774E-04,8.280527E-05
17:50:00,6.055652E-04,1.239103E-04,8.953988E-04,9.170656E-05,6.660599E-04,8.280464E-05
18:00:00,6.188998E-04,1.311037E-04,9.036024E-04,9.169928E-05,6.722725E-04,8.280345E-05
18:10:00,6.614607E-04,1.540054E-04,9.286639E-04,9.287511E-05,6.920521E-04,8.394675E-05
18:20:00,7.043028E-04,1.770245E-04,9.539014E-04,9.406679E-05,7.120044E-04,8.510419E-05
18:30:00,7.473317E-04,2.001378E-04,9.792498E-04,9.527260E-05,7.320798E-04,8.627028E-05
18:40:00,7.905111E-04,2.232524E-04,1.004686E-03,9.647246E-05,7.521785E-04,8.744296E-05
18:50:00,8.338215E-04,2.464687E-04,1.030201E-03,9.768937E-05,7.723879E-04,8.862209E-05
19:00:00,8.772494E-04,2.696887E-04,1.055787E-03,9.890154E-05,7.926377E-04,8.980719E-05
19:10:00,8.800241E-04,2.709614E-04,1.058213E-03,9.892214E-05,7.939784E-04,8.985143E-05
19:20:00,8.825997E-04,2.721679E-04,1.060513E-03,9.893543E-05,7.952109E-04,8.988671E-05
19:30:00,8.850744E-04,2.733512E-04,1.062757E-03,9.894575E-05,7.964094E-04,8.991875E-05
19:40:00,8.874845E-04,2.745294E-04,1.064967E-03,9.895556E-05,7.976005E-04,8.994861E-05
19:50:00,8.898466E-04,2.756914E-04,1.067150E-03,9.896241E-05,7.987652E-04,8.997636E-05
20:00:00,8.921714E-04,2.768370E-04,1.069312E-03,9.896607E-05,7.999049E-04,9.000224E-05
20:10:00,8.927515E-04,2.770061E-04,1.069667E-03,9.896074E-05,8.001885E-04,9.002638E-05
20:20:00,8.932841E-04,2.772036E-04,1.069987E-03,9.895901E-05,8.004614E-04,9.004911E-05
20:30:00,8.937807E-04,2.773656E-04,1.070283E-03,9.895264E-05,8.007014E-04,9.007065E-05
20:40:00,8.942476E-04,2.775221E-04,1.070558E-03,9.894526E-05,8.009258E-04,9.009116E-05
20:50:00,8.946889E-04,2.776705E-04,1.070815E-03,9.893648E-05,8.011351E-04,9.011075E-05
21:00:00,8.951079E-04,2.778117E-04,1.071057E-03,9.892641E-05,8.013310E-04,9.012951E-05
21:10:00,8.954152E-04,2.596583E-04,1.048409E-03,9.664781E-05,7.858789E-04,8.941995E-05
21:20:00,8.957051E-04,2.414094E-04,1.025751E-03,9.436059E-05,7.703890E-04,8.870972E-05
21:30:00,8.959794E-04,2.231989E-04,1.003118E-03,9.207555E-05,7.548957E-04,8.799986E-05
21:40:00,8.962395E-04,2.049730E-04,9.804781E-04,8.978816E-05,7.393843E-04,8.728978E-05
21:50:00,8.964868E-04,1.867405E-04,9.578269E-04,8.749934E-05,7.238603E-04,8.657906E-05
22:00:00,8.967225E-04,1.685026E-04,9.351657E-04,8.520935E-05,7.083262E-04,8.586774E-05
22:10:00,8.970392E-04,1.685950E-04,9.353733E-04,8.519245E-05,7.084597E-04,8.588363E-05
22:20:00,8.973462E-04,1.687271E-04,9.355702E-04,8.517671E-05,7.085929E-04,8.589909E-05
22:30:00,8.976438E-04,1.688345E-04,9.357242E-04,8.516003E-05,7.087238E-04,8.591308E-05
22:40:00,8.979329E-04,1.689448E-04,9.358687E-04,8.514375E-05,7.088556E-04,8.592624E-05
22:50:00,8.982141E-04,1.690537E-04,9.360097E-04,8.512773E-05,7.089858E-04,8.593908E-05
23:00:00,8.984878E-04,1.691611E-04,9.361476E-04,8.511197E-05,7.091132E-04,8.595159E-05
23:10:00,8.987546E-04,1.692670E-04,9.362828E-04,8.509653E-05,7.092375E-04,8.596375E-05
23:20:00,8.990148E-04,1.693715E-04,9.364153E-04,8.508145E-05,7.093589E-04,8.597556E-05
23:30:00,8.992690E-04,1.694748E-04,9.365456E-04,8.506679E-05,7.094774E-04,8.598704E-05
23:40:00,8.995174E-04,1.695768E-04,9.366739E-04,8.505260E-05,7.095932E-04,8.599821E-05
23:50:00,8.997604E-04,1.696776E-04,9.368004E-04,8.503892E-05,7.097063E-04,8.600910E-05
24:00:00,8.999984E-04,1.697773E-04,9.369253E-04,8.502581E-05,7.098169E-04,8.601970E-05

Time,CHILLER LOOP:FAN COIL WITH CONST FAN VAR FLUID FLOW - COOLING COIL:Design Water Volume Flow Rate [m3/s],CHILLER LOOP:FAN COIL WITH CONST FAN VAR FLUID FLOW - COOLING COIL 3:Design Water Volume Flow Rate [m3/s],CHILLER LOOP:FAN COIL WITH CONST FAN VAR FLUID FLOW - COOLING COIL 4:Design Water Volume Flow Rate [m3/s],CHILLER LOOP:FAN COIL WITH CONST FAN VAR FLUID FLOW - COOLING COIL 1:Design Water Volume Flow Rate [m3/s],CHILLER LOOP:FAN COIL WITH CONST FAN VAR FLUID FLOW - COOLING COIL 2:Design Water Volume Flow Rate [m3/s],CHILLER LOOP:FAN COIL WITH CONST FAN VAR FLUID FLOW - COOLING COIL 5:Design Water Volume Flow Rate [m3/s]
00:10:00,2.351776E-03,2.348011E-04,2.067890E-03,3.543127E-04,1.517548E-03,1.691945E-04
00:20:00,2.317439E-03,2.335851E-04,2.039450E-03,3.505123E-04,1.492254E-03,1.671931E-04
00:30:00,2.283726E-03,2.323471E-04,2.011575E-03,3.467725E-04,1.467545E-03,1.652187E-04
00:40:00,2.250615E-03,2.310883E-04,1.984216E-03,3.430907E-04,1.443392E-03,1.632713E-04
00:50:00,2.218089E-03,2.298094E-04,1.957334E-03,3.394649E-04,1.419773E-03,1.613507E-04
01:00:00,2.186133E-03,2.285112E-04,1.930895E-03,3.358931E-04,1.396666E-03,1.594569E-04
01:10:00,2.155462E-03,2.276031E-04,1.905332E-03,3.324245E-04,1.374435E-03,1.575982E-04
01:20:00,2.125421E-03,2.266962E-04,1.880250E-03,3.290177E-04,1.352765E-03,1.557723E-04
01:30:00,2.096002E-03,2.257920E-04,1.855637E-03,3.256719E-04,1.331645E-03,1.539796E-04
01:40:00,2.067195E-03,2.248910E-04,1.831512E-03,3.223863E-04,1.311071E-03,1.522204E-04
01:50:00,2.038994E-03,2.239942E-04,1.807884E-03,3.191599E-04,1.291025E-03,1.504950E-04
02:00:00,2.011394E-03,2.231027E-04,1.784755E-03,3.159921E-04,1.271496E-03,1.488040E-04
02:10:00,1.984293E-03,2.221983E-04,1.762032E-03,3.128711E-04,1.252385E-03,1.471405E-04
02:20:00,1.957677E-03,2.212821E-04,1.739705E-03,3.097951E-04,1.233671E-03,1.455057E-04
02:30:00,1.931530E-03,2.203550E-04,1.717775E-03,3.067631E-04,1.215342E-03,1.439018E-04
02:40:00,1.905836E-03,2.194176E-04,1.696253E-03,3.037742E-04,1.197380E-03,1.423227E-04
02:50:00,1.880589E-03,2.184711E-04,1.675154E-03,3.008276E-04,1.179785E-03,1.407645E-04
03:00:00,1.855775E-03,2.175161E-04,1.654497E-03,2.979228E-04,1.162550E-03,1.392241E-04
03:10:00,1.831303E-03,2.165345E-04,1.634144E-03,2.950491E-04,1.145596E-03,1.376932E-04
03:20:00,1.807147E-03,2.155273E-04,1.614050E-03,2.922048E-04,1.128908E-03,1.361674E-04
03:30:00,1.783292E-03,2.144952E-04,1.594186E-03,2.893892E-04,1.112471E-03,1.346419E-04
03:40:00,1.759729E-03,2.134389E-04,1.574516E-03,2.866014E-04,1.096265E-03,1.331206E-04
03:50:00,1.736442E-03,2.123593E-04,1.555006E-03,2.838411E-04,1.080265E-03,1.316050E-04
04:00:00,1.713421E-03,2.112571E-04,1.535608E-03,2.811077E-04,1.064451E-03,1.300956E-04
04:10:00,1.690731E-03,2.101521E-04,1.516431E-03,2.784097E-04,1.048870E-03,1.285995E-04
04:20:00,1.668374E-03,2.090452E-04,1.497481E-03,2.757477E-04,1.033515E-03,1.271179E-04
04:30:00,1.646342E-03,2.079370E-04,1.478755E-03,2.731219E-04,1.018384E-03,1.256516E-04
04:40:00,1.624628E-03,2.068283E-04,1.460252E-03,2.705325E-04,1.003477E-03,1.242012E-04
04:50:00,1.603225E-03,2.057197E-04,1.441964E-03,2.679798E-04,9.888012E-04,1.227671E-04
05:00:00,1.582115E-03,2.046121E-04,1.423890E-03,2.654643E-04,9.743621E-04,1.213497E-04
05:10:00,1.561479E-03,2.035634E-04,1.406310E-03,2.630056E-04,9.603627E-04,1.199689E-04
05:20:00,1.541358E-03,2.025742E-04,1.389282E-03,2.606071E-04,9.468437E-04,1.186283E-04
05:30:00,1.521783E-03,2.016451E-04,1.372832E-03,2.582704E-04,9.338273E-04,1.173296E-04
05:40:00,1.502770E-03,2.007770E-04,1.356979E-03,2.559962E-04,9.213250E-04,1.160741E-04
05:50:00,1.484330E-03,1.999703E-04,1.341739E-03,2.537849E-04,9.093479E-04,1.148629E-04
06:00:00,1.466484E-03,1.992256E-04,1.327124E-03,2.516361E-04,8.979051E-04,1.136968E-04
06:10:00,1.451955E-03,1.985625E-04,1.317566E-03,2.504087E-04,8.892192E-04,1.127245E-04
06:20:00,1.444272E-03,1.979813E-04,1.318794E-03,2.514818E-04,8.860881E-04,1.120833E-04
06:30:00,1.447082E-03,1.974825E-04,1.336473E-03,2.559605E-04,8.916330E-04,1.119478E-04
06:40:00,1.462064E-03,1.970666E-04,1.373175E-03,2.640599E-04,9.072956E-04,1.125275E-04
06:50:00,1.490145E-03,1.936748E-04,1.426515E-03,2.753764E-04,9.315140E-04,1.138700E-04
07:00:00,1.532329E-03,1.906984E-04,1.501352E-03,2.902345E-04,9.678759E-04,1.162598E-04
07:10:00,1.593952E-03,1.923488E-04,1.602413E-03,3.078273E-04,1.018918E-03,1.197850E-04
07:20:00,1.665999E-03,1.950134E-04,1.715293E-03,3.266456E-04,1.079671E-03,1.244662E-04
07:30:00,1.745477E-03,1.986753E-04,1.838211E-03,3.454261E-04,1.147662E-03,1.302693E-04
07:40:00,1.831326E-03,2.033284E-04,1.967606E-03,3.637961E-04,1.221994E-03,1.371180E-04
07:50:00,1.923157E-03,2.120262E-04,2.105483E-03,3.819892E-04,1.304664E-03,1.450817E-04
08:00:00,2.020869E-03,2.213765E-04,2.246703E-03,3.994425E-04,1.392760E-03,1.539957E-04
08:10:00,2.270468E-03,3.147362E-04,2.468618E-03,4.200432E-04,1.552003E-03,1.676053E-04
08:20:00,2.524798E-03,4.085988E-04,2.693410E-03,4.397505E-04,1.714917E-03,1.819641E-04
08:30:00,2.782769E-03,5.028113E-04,2.916297E-03,4.585188E-04,1.880673E-03,1.969714E-04
08:40:00,3.043622E-03,5.973162E-04,3.137506E-03,4.763135E-04,2.048620E-03,2.125317E-04
08:50:00,3.306645E-03,6.920953E-04,3.356591E-03,4.931122E-04,2.218165E-03,2.285524E-04
09:00:00,3.570689E-03,7.871323E-04,3.572917E-03,5.089589E-04,2.388391E-03,2.449249E-04
09:10:00,3.688941E-03,7.991777E-04,3.706692E-03,5.196488E-04,2.491618E-03,2.576130E-04
09:20:00,3.805605E-03,8.108255E-04,3.834910E-03,5.291461E-04,2.593379E-03,2.703823E-04
09:30:00,3.920490E-03,8.222381E-04,3.957187E-03,5.374507E-04,2.693319E-03,2.831597E-04
09:40:00,4.032590E-03,8.334515E-04,4.071864E-03,5.444295E-04,2.790464E-03,2.957041E-04
09:50:00,4.141632E-03,8.444869E-04,4.179132E-03,5.501536E-04,2.884543E-03,3.080192E-04
10:00:00,4.247152E-03,8.553592E-04,4.278686E-03,5.546413E-04,2.975140E-03,3.200471E-04
10:10:00,4.340555E-03,8.615263E-04,4.361668E-03,5.578997E-04,3.058099E-03,3.317156E-04
10:20:00,4.429292E-03,8.675124E-04,4.436065E-03,5.599444E-04,3.136635E-03,3.429523E-04
10:30:00,4.512990E-03,8.733255E-04,4.501679E-03,5.607953E-04,3.210361E-03,3.536848E-04
10:40:00,4.591752E-03,8.789938E-04,4.559472E-03,5.606093E-04,3.279397E-03,3.640043E-04
10:50:00,4.664968E-03,8.845217E-04,4.608652E-03,5.593520E-04,3.343218E-03,3.737599E-04
11:00:00,4.732260E-03,8.899139E-04,4.649056E-03,5.570658E-04,3.401504E-03,3.828669E-04
11:10:00,4.792946E-03,8.950413E-04,4.680171E-03,5.537670E-04,3.453621E-03,3.912207E-04
11:20:00,4.846787E-03,8.998160E-04,4.702181E-03,5.495519E-04,3.499350E-03,3.987618E-04
11:30:00,4.893661E-03,9.043080E-04,4.715460E-03,5.445455E-04,3.538633E-03,4.054408E-04
11:40:00,4.933517E-03,9.084973E-04,4.720530E-03,5.388939E-04,3.571478E-03,4.112110E-04
11:50:00,4.966398E-03,9.123913E-04,4.718082E-03,5.327712E-04,3.597959E-03,4.160342E-04
12:00:00,4.992436E-03,9.159947E-04,4.708993E-03,5.263757E-04,3.618245E-03,4.198788E-04
12:10:00,4.957183E-03,8.880827E-04,4.657429E-03,5.199979E-04,3.607814E-03,4.227619E-04
12:20:00,4.915764E-03,8.600562E-04,4.601906E-03,5.139002E-04,3.592195E-03,4.246717E-04
12:30:00,4.868897E-03,8.318671E-04,4.544185E-03,5.083805E-04,3.571929E-03,4.256049E-04
12:40:00,4.817204E-03,8.035546E-04,4.485993E-03,5.038191E-04,3.547575E-03,4.255683E-04
12:50:00,4.760964E-03,7.750999E-04,4.428069E-03,5.005177E-04,3.519406E-03,4.245802E-04
13:00:00,4.700341E-03,7.465310E-04,4.370681E-03,4.986537E-04,3.487582E-03,4.226712E-04
13:10:00,4.745504E-03,7.804011E-04,4.388583E-03,4.983008E-04,3.502375E-03,4.198728E-04
13:20:00,4.787094E-03,8.142844E-04,4.407105E-03,4.994737E-04,3.513847E-03,4.162423E-04
13:30:00,4.824740E-03,8.481145E-04,4.425175E-03,5.021029E-04,3.521912E-03,4.118531E-04
13:40:00,4.858397E-03,8.818486E-04,4.441811E-03,5.059865E-04,3.526555E-03,4.067925E-04
13:50:00,4.888473E-03,9.155504E-04,4.456922E-03,5.109480E-04,3.528176E-03,4.011655E-04
14:00:00,4.915587E-03,9.490927E-04,4.470774E-03,5.168766E-04,3.527252E-03,3.950939E-04
14:10:00,4.885134E-03,9.512428E-04,4.445919E-03,5.236368E-04,3.499108E-03,3.886926E-04
14:20:00,4.852723E-03,9.529804E-04,4.420036E-03,5.311312E-04,3.469357E-03,3.821279E-04
14:30:00,4.819603E-03,9.544475E-04,4.394013E-03,5.392629E-04,3.438947E-03,3.755877E-04
14:40:00,4.787046E-03,9.556485E-04,4.368739E-03,5.479301E-04,3.408910E-03,3.692876E-04
14:50:00,4.756463E-03,9.565409E-04,4.345230E-03,5.570258E-04,3.380353E-03,3.634696E-04
15:00:00,4.729837E-03,9.572270E-04,4.324875E-03,5.664377E-04,3.354899E-03,3.583862E-04
15:10:00,4.708759E-03,9.575117E-04,4.308524E-03,5.760278E-04,3.333677E-03,3.540888E-04
15:20:00,4.694303E-03,9.575387E-04,4.296748E-03,5.856852E-04,3.317577E-03,3.505422E-04
